name,rating,title,review
HISA FRANKO,50,Worth the treacherous journey via gravel roads from LJB.,"Husband and I booked the dinner and room many months ago, and were so happy we did so! This was our first Michelan star restaurant so we weren’t sure what to expect. The service was amazing. The food even better. And the breathtaking views—perfection. Make this a stop when you visit the most beautiful country of Slovenia."

HISA FRANKO,50,One from the bucket list,"It is a pre-set menu with 18 bites. Also it is a predomenenant fusion of local ingredients with Asian preparation tehniques, athough few courses are traditional Slovenian.  Overall you will get fantastic coulinary experience way to complicated to explain but somehow it is working in perfect harmony  Crew is multinational and they have very relax approach to the customer during service which does not means that they are not professional.  17 people working in kitchen and 5 waiters will hold the room  Food will cost you 255€ per person without drinks.  I am all for this and I will visit again when they change menu. Alane thank you for your service it was perfect"

HISA FRANKO,10,AVOID!...got sick!,"I stopped in at Hisa Franko for lunch on June 1 2023 to enjoy what I expected to be another spectacular meal at a Michelin star restaurant. Unfortunately the meal… maybe it was the mussel or maybe it was the timothy hay crusted potato or something else, …gave me food poisoning and made me violently ill for the following 24 hours. Not a pleasant experience on your vacation! There was no other possible source than the meal at Hisa Franko. It was not a flu virus. To add insult to injury when I indicated to Hisa Franko what had happened they were not apologetic nor would they refund the cost of my meal. While I understand that mistakes can happen I cannot understand their staunch denial that I could get sick from their meal. As I said before, there was no other possible source. Perhaps they need to understand that the customer’s experience is not all about the story of the preparation of the food but also how the customer feels once they leave the restaurant. I had much more pleasant experiences eating other Slovenian food elsewhere."

HISA FRANKO,40,Mountain Summit Rally stop,"Wonderful location, Mountain View’s. Very friendly staff, dining experience was up there with the best.. rooms are very comfortable, internet struggled, but that that time to absorb the surroundings."

HISA FRANKO,40,Two Michelin starred venue in the outskirts of Kobarid,"Hisa Franco is well know due to its' two Michelin starred restaurant. It features limited number of hotel rooms. The rooms are nicely & homely decorated offering the basics for overnight stay, but sadly no air conditioning what you would expect in this level locations.    The two stars are setting expectation level to the top. The check in was very smooth and professional. We were invited for aperetifs before dinner, but this turned out that we were to order drinks from their menu. The set up outdoors was though very nice.    The restaurant venue is classy and stylish. The service was overwhelming. The food (tasting menu) was extensive and very nicely presented. Sadly the tastes were often a bit mild and basically all food was eaten with your fingers. The wine package of local wines was just ok, nothing really special.    Chef Ana Ros visited the tables many time what was really nice.    Breakfast was as a whole a nice experience. Just surprising that you are expected to pay extras for your coffees and teas.    All in all, a nice experience but sadly did not meet our expectations."

HISA FRANKO,40,Very Creative Menu,"I felt a little Alice in Wonderful going down the garden path, never knowing what little dish was going to come next. So creative, and beautiful presentation.    The Lacto Fermented tomato water, elderberry, elderberry and tarragon  Pastrami beef tongue, jalapeño and crystal algae  Was that it was so shocking flavorful, I needed another one to really taste it. It was wonderful.    The only disappointment was a dish I was thinking could have been a highlight.  Potato baked in August hay crust, cultured butter with lovage and horseradish.  The potato was only mildly warm, and the butter was very cold as to not melt on the potato, so not capturing the whole favor of the dish. Something that both should have been warmer,    The staff was very knowledgeable and friendly, wines were very good.    Having worked in the past in the food service industry, I found it is nice to be recognized by upper management. With only 7 tables it shouldn't have been hard to either say hi or ask about the meal. While both manager and chef were out on the floor, this did not happen. But I guess when you got these Michelain stars, maybe they feel its not needed."

HISA FRANKO,50,Looking for journey? Go to Hisa Franko,"It's hard to pick the word that would express all my feelings that I felt during the dinner; but if I have to choose I would go with perfection. From the moment of our arrival, to aperitif (Mountain sour=TOP), dinning experience which each plate is taking you somewhere else but you are constantly in Slovenia with carefully picked ingredients. We were entertained by amazing young waiters, we went with funky pairing which was more than just amazing. During the night we got company by chef's from the kitchen and that made our stay at Hisa Franko just perfect. Thank you for this amazing experience and hopefully will be back soon."

HISA FRANKO,20,Don’t buy the hype,"Underwhelming in virtually every regard. We visited last month.    Setting: the region where the restaurant sits undeniably beautiful. Yet I couldn’t help but feel like they did not make the most of it. The “garden” where patrons had pre and post-dinner drinks was littered with cheap-looking plastic chairs overlooking what was essentially an unmanicured field of grass.    Service: the most disappointing aspect of the night. We were invited to the garden for a pre dinner drink and ordered a beer and cocktail. 10 minutes later, a waiter comes with a beer, but the wrong one. Then while waiting on the beer, another waiter comes to us and hands us menus (as though we hadn’t been helped yet). Minutes later, my beer comes and they ask if we want anything else (uh, yes, perhaps the cocktail we ordered?). Three whiffs in 15 minutes! The service during the meal itself was generally better, but it’s hard to overlook such missteps at a restaurant of this caliber and price point.    Wine pairing: enjoyed the local wines, even if not to my liking and style preference. They did forget to pour our dessert wine and rushed over halfway through the dish to pour (and essentially skipped the explanation).    Food: I appreciate what they are trying to do. For me, it didn’t work. Even the dishes I enjoyed were puzzling. The lamb / mole taco - tasty bite, but the essence of lamb was entirely obfuscated by the herb sauce and mole, and there wasn’t anything in the flavor profile of the dish (mole tasted of typical Mexican mole) that helped me understand Slovenian cuisine. The carrot kebob - had a really hard time understanding what the goal was, as it was a chewy strand of carrot caked in spices… does it matter that it’s local if it’s hardly edible?    Hotel: we stayed the night at the hotel. It is reasonably priced, so it’s hard to complain much, but again - for this caliber of destination restaurant, they should dedicate more resources to the hotel facilities. It is an afterthought at best.    Lastly, I find it odd that Ana responds personally to so many of the reviews on here, and with such an air of defensiveness (and often referring to herself in the third person). People travel from other continents to visit your establishment, they have a right to voice their concerns."

HISA FRANKO,50,Fantastic experience,"My wife and me booked a dinner at Ana Ris‘ Hisa Franko. First of all the welcome was fantastic, young enthusiastic people from all over the world, beautiful views and a wonderful Apéro. The dinner was outstanding. But to explain more I would open some miracles and I don‘t want this for all upcoming guests. At the end Ana welcomed the guests with a short sympathic chat. Great restaurant!"

HISA FRANKO,50,Our high expectations were exceeded!!!,"The entire experience was outstanding!!! It is rarely, when you have a tasting menu with so many dishes that almost ALL of them are absolutely delicious, but that was the case here. There was only one dish that was not outstanding, while still being good. Every single dish was a piece of art. Simply incredible!!"

HISA FRANKO,50,We came with high expectations and we were not disappointed,"The food was really surprisingly good and we came with high expectations! So when that happens, you kinda get the value you were hoping you came for. Some plates stood out more than the others (for me, see below) but one could not say there were any disappointments, and I believe I'm commenting for our whole group.    Some were expecting a more traditional approach with desserts for instance, but we all knew where we were going and what to expect, so hardly a surprise in any bad sense. That said, the desserts were punchy ( fruity acidity was present), balanced (with sweetness), full of character and blended in the whole menu perfectly.    Plates that really stood out tho, for me personally:  - tacos (or tortilla as per their menu),  - Chawanmushi and  - Where's the meat?    We went for the ""funky"" wine pairing and we were quite happy with our choice. Some of us wanted to have a different pairing but their policy is for the whole table to go with one only -- which we completely understand but if we're nitpicking, this might be one of the very few quibbles.    A couple of wines we also wished that were opened a bit earlier (to let them open up sooner) but perhaps next time we'll let them know about our choosing in advance.    Lastly we wished ourselves were a bit more diligent with letting the otherwise super friendly and kind staff know about slowing down the upbeat tempo - it was quite paced for us. We take this responsibility on us - they let us know from the very start to be vocal about it but we kinda forgot and it wasn't anything bad per se, just something we should be more aware about it next time.    Also if you're planning to go there in a group with smokers (or not), go there earlier (19.00 instead of 20.00) and enjoy it in a more paced tempo.    That said, thank you hiša Franko, you're a great team that works hard and it shows A LOT! We will come again, for sure!"

HISA FRANKO,50,Art and Taste,"We were two couples. Our common view was that this restaurant is for guys who like art. We’ve been in at least 15 Michelin restaurants and the kitchen of Ana Roš was the very best from the artistic and taste points of view. As far as the aroma was concerned we felt wood, moss, and mushrooms with very special but still very tasty bites. The artistic finish with excellent desserts was a special peak of the day.  The wine was excellent, only I was slightly dissapponted with Bourgogne and especially thrilled with Madeira."

HISA FRANKO,50,Mastering the Art of Fine Dining,"We were transplanted to another universe throughout the entire evening. From the moment we walked into Hiša Franko through its warm and welcoming entryway we knew we will be in for a treat. I ordered dirty martini as my aperitif, and their interpretation of the cocktail was playful and delicious. I sensed thyme and other herbs, and loved every sip of it!    We added wine pairing to our dinner, and did not regret the choice. Sommelier was knowledgeable and wine pairings were really complimentary of the dishes. All servers spoke excellent English, and Tilen & Anja were our favorite as they singlehandedly brought so much joy to our table with every serving.    And then, the food. What is there to say that has not been said yet? We loved every dish, and we were amused with elaborate hand washing that occurred at the table. We were transported via our taste buds to places throughout the world, but also to different corners of Slovenia. My mouth is watering just writing this review!    Lastly - Chef Ana Roš. She is a cherry on the top. If you’re fortunate enough to catch her in the restaurant, bow to her. She is so creative, exceptionally talented, and still very approachable, kind, and generous with her time. We really cherished the drink we exchanged with Chef Ana, and it made our entire experience so special. Thank you!    Slovenia has many natural wonders, and I’d like to recommend yoy add Hiša Franko to that list. It is worth the scenic drive, and I recommend spending the night with them. We will be back!"

HISA FRANKO,50,Dinner for the ages,"Dining like this is like seeing the NYC ballet or touring the Musee d’Orsay, a culinary artistic experience that stays with you well after the dinner. Every bite an explosion of flavor. “I’ve never tasted that before” kept coming up. Textures, visual beauty, clear craftsmanship with each dish. The best part for me was chef Ros coming to the table to describe a dish and genuinely hoping, but not necessarily sure, that we’d enjoy it. We loved every second of every bite. Oh, and the service was impeccable."

HISA FRANKO,50,Perfect,A wish came true. I Always wanted to go to Hisa Franko and it was even better than expected. Maybe the room wasn't 10/10 but everything else was.

HISA FRANKO,50,A highly recommended experience,"A terrific culinary experience in a lovely relaxed setting. The meal was a production of many acts, prepared with great care and much love. Truly memorable."

HISA FRANKO,40,Author's Cuisine,"A destination meal by definition thanks to its location in the Slovenian mountains Hiša Franko sees Chef Ana Roš cooking an author's cuisine as she tells the story of her homeland through entirely local Ingredients interpreted with global perspective.    Not just a Restaurant but an Inn and Roš’ home, the onetime farmhouse and WWI hospital officially serving Food since 1973, it is upon arrival that guests will notice personal touches including photos and knickknacks extending from the Wine store to rooms upstairs.    Entirely self-taught, Ana’s background in international sciences set aside so that she and husband Valter could pursue a dream and raise their children in stunning Soča Valley, Spring 2022 features a menu titled “Reincarnation” as the World seeks a new beginning in the post-vaccine era.    Self-described as unorthodox, a lack of international Stage or formal training seeing Chef Roš develop a style all her own, Dinner at Hiša Franko unfolds across 22 courses or bites served in naturally-inspired environs, the opening duo of White Asparagus with Truffles and Beef Tongue Pastrami on a “Seaweed Crystal” with Jalapeno attesting to Slovenia’s geographic diversity.    Telling stories across three hours, professional and educated staff frequently joined by Roš and her cat or dog in the dining room, course two is described as “Impression of Charcuterie” and moves fluidly from a Liver Bonbon to grilled early Carrots and an unctuous Potato Tart brightened by Anchovies.    Modernist despite the lush green surroundings at times, a Cornmeal Beignet stuffed with Trout Roe reminiscent of that at Disfrutar, its follow-up of a simple Potato baked in Hay gets right back to basics while Fava Bean Custard with Mussels and Squid to follow sees Slovenia’s Mediterranean border explored.    All small-portions with suggested Wines almost entirely Slovenian the middle of Hiša Franko’s menu resides entirely in Soča Valley, locally caught Trout in two forms followed by a single Ravioli feauring Fruit and Pork before looking global with a Taco utilizing Lamb from Drežnica and Corn from the Mountains.    Opting for Kombucha to freshen the palate, Herbs from the garden slightly sweetened, Roš’ Green Pea Wonton arrives aggressively flavored with earth while her take on African Injera utilizes off-cuts to create a deep and complex Broth poured inside an Onion.    Indistinct when transitioning savory to sweet as both Potato-Nettle Gnocchi and Cheese Water Mochi blurred that line, Desserts began with a cooked Pear beneath Hay Ice Cream before delivering a sour “Wrap” akin to Fruit Leather and finishing with Mignardises including Tempeh made without Soy but instead Cocoa Nibs."

HISA FRANKO,50,The best in many years,"Blown away. A almost 20 courses diner, paring natural wines of top wineries, perfect! Even the owner Ana Ros past by two times to ask if every thing was ok. Thanks a lot Hisa Franko!"

HISA FRANKO,50,WHAW - What an experience!!,"We discovered Hisa Franko via the Netflix series 'Chef's Table"" and their ""Top-50 restaurants of the world"" classification. We went for lunch as there were no rooms available anymore but the lunch menu was the same as the dinner menu. We had our 6-year old with us but luckily we got a babysit via Hisa Franko who kept our boy more than busy around the restaurant (with some food and ice cream) so we got fully enjoy the experience. Although it was a really hot day, they kept the temperature of the room doable in a natural way (by creating a breeze).  We were welcomed by a team of very professional and international waiters. They started with warning us that there were a lot of perfectly timed courses, so if we wanted to go to the toilet or quickly check with our boy, we had to warn them 15 minutes before.  Now to the food... This was simply spectacular. Every course was fine dining and perfectly balanced. The courses indeed followed each other quickly, but we never had the feeling it was too fast. The wines were good and fitting but I will not remember Hisa Franko for the wine experience. It was the food and the vast number of spectacular courses that really jumped out!  After the full menu, we enjoyed an extra plate of home-made cheese (same cheese but different ages) on the terrace! Highly recommended!  The only comment is that we wanted to bring the paper menu home but they said it was not needed as we would get a present at checkout but after the cheese, we forgot to ask and they also forgot to give it. But well, if that's the only negative comment I can find..."

HISA FRANKO,50,A REINCARNATION BEYOND THE ESSENTIALS!,"A REINCARNATION BEYOND THE ESSENTIALS!    Ana's project ""Reincarnation"" has a multitude of aromas and smells around the world. It's seductive.    A truly unforgettable evening. The breathtaking dinner is rounded off by Valter's wine and the well-rehearsed and friendly Hiša Franko team.    A visit to Ana and Valter in Kobarid, near the Julian Alps, is always recommended, enjoy a very special evening."

HISA FRANKO,50,Pure art!,"It is so much more than just fine dining, it is pure art like going to some world class theater seeing great piece of ballet. If you prepare yourself right beforehand you get to know a lot more than just food. Excellent."

HISA FRANKO,50,Hisa,"A Culinary Symphony by Ana Roš - when every plate of food becomes a work of art and when cooking becomes an art. A wonderful experience that combines a symphony of flavors, masterfully prepared dishes, premium biodynamic Slovenian wines and a warm atmosphere at Hiša Franko. A wonderful team of (mostly young) people from Hiša Franko make sure that every plate and glass of wine is served with heart and a wonderful story. An experience you will not forget."

HISA FRANKO,40,Interesting menu and dinner,"A little restoran quite deep in slovenia in a very beatiful soca valley close by italy. Very nicely decorated with a open fireplace so cozy and private but still with a few tables around but far enough away. We had the fully monty you can say menu with the funky pairing which came out per person 225 +120 euro per person. The recarnation menu is with 24 bites and even if it sounds like a lot is ok and they do it with amazing speed so that we managed it in just over 3 hours. Staff is good from all around the world and know what to say and explain. Not sure what to say about food, realy nice prepared, tasty, good all made mainly to eat as fingerfood. Many things i tasted for the first time overall tasty perhaps a bit too saltly, but had it all and was good. The funky pairing was more hard, starts well but then moves to some odd homemade cocktails of two i found just plain undrinkable but there are some good wines and quite enough of drinks. So yes try it if you can afford and enjoy i would not come again but would not be happy if i did not taste it."

HISA FRANKO,50,"Fantastic meal, wines and service!","My husband and I had a wonderful dining experience at Hisa Franko this past September. Each course was a taste explosion in your mouth. The combination of ingredients and the presentation of every tasting was brilliant. We especially loved how each dish was explained and that all ingredients were locally sourced. I hope I will be able to return to Slovenia in the future and eat here again. Worth it! Thank you, Ana, and team. Keep up the awesome creativity!"

HISA FRANKO,30,Reincarnation menu experience - not worth the cost,"We read several great reviews about Hiša Franko and we decided to visit it and taste the menu. At the moment they have a Reincarnation menu.    Maybe we had high expectations, at the end of our experience we had only a high bill and bitter taste. Ok, this is not the point, we've decided to have experience at a 2 star Michelin restaurant and we are more or less familiar with the prices. We didn't like the combinations from the menu. At the meat part of courses which we didn't like the most they serve roasted lamb, bear paw, lamb, chicken, pork offcuts stock. Everything is too strong in the taste, they mixed too many ingredients and it is difficult to recognize the essence of food and ingredients itself.    We do not have allergy at any kind of food, but I felt a little bit sick after mix of all menu courses. In the dessert part of the menu there was ice cream twice, completely unnecessarily. The best part of the menu was bread & butter and Tolmin cheese mochi. The rest of the menu we wouldn't taste again.    The service was good, nothing spectacular. Chef didn't show up, what is a bit disappointing for this level of a restaurant.    Our choice was not to pair the wine with the menu because it was lunch time and we needed to drive, so we decided to drink one glass of white and I also choose one glass of red wine. The selection of Slovenian wine is very poor, and when I decided that I'll drink a glass of red wine, mostly with the meat part of the menu, the waiter pour me the last part from the bottle with the last drops with all sediment in the bottle, absolutely unacceptable.    I think that Hiša Franko has still lot to learn and grow up. Maybe they prepare and present food on a really spectacular way, but they are a little bit pretentious and to pricy for the offer. At the end we had a bitter taste because of all food combination and wine, I'll be polite, and I'll say I had a bitter taste also because of strange, instead of bad Negroni taste as an aperitive. Negroni it should be Negroni wherever you serve it.    Definitely, yes, it was a new experience. But given the distance we traveled to visit, we really did not feel good enough. We expected much more and we were disappointed. May you have better luck!"

HISA FRANKO,30,"Excellent Food, Odd Service and Ambiance","I am glad we went to this place. The food was amazing. Full stop. Perhaps the best I have ever had. But I found the atmosphere to be pretentious and, similar to the review below, I found the service is more more about them than about the diner. Unlike JMK, below, we were not asked to register our desire to go to the bathroom for fear of tripping up the flow, but we had a similar experience with regard to the wine service. Firstly, the wines are quite reasonably priced; most are local and affordable, but there is little outside this strike zone. Cellar is not deep or wide IMO and very few older vintages. We ordered a Vipava Zelen for white and a Goriska Brda Rebula - the Rebula being recommended by the Sommelier. These were ordered before the service began, but were both at room temperature. The som offered to ""quick chill"" the white, so we were confused to be sitting for more than 10 minutes after the food service began with no wine of any sort. When asked why were waiting to eat, we said - ""because we have no wine"". The still-warm wine was being kept off-table so after a few cycles of waiting with empty glass - waiting on a refill - I suggested - then specifically requested - that the white be put in an ice bucket and set on the table so I could be certain it was being chilled and could fill my own glass. The hostess advised that this was not something they do and I would have to content myself with the service as it was. Not sure if buckets on tables is a ""bad look"" for them or what reason they might have for refusing such a simple request. I found this to be arrogant and the opposite of hospitable. Bells being rung before servings (!?!) and similar new-age hubris accompanied by dish descriptions in an English that I simply could not understand only added to the discontent. In general I prefer a more relaxed atmosphere such as at La Subida in the Collio. Perhaps La Subida's funky style is more to my personal liking than Hisa Franko's, so to each his own. Food is another level here, but the service and atmosphere are not for me. Not an issue of cost. So a mixed experience. Glad we went. Would not return."

HISA FRANKO,40,Mixed Results but Excellent Food,"My wife and I had dinner here with wine pairings. The food was top-notch and exactly what I expected for a restaurant with 2 Michelin stars. It was innovative, relied heavily on local ingredients and was delicious. We had about 25 dishes and the vast majority were outstanding. The pacing of the meal was very good at the beginning and end but was too slow during the middle portion devoted to main dishes.    I found the wine parings to be underwhelming, partly due to my own personal preferences. The wines generally matched the food well but included two orange wines and a moscato and I don’t like either style. One of the pairings was an apple cider which I also don’ like and don’t think should be passed off as a wine.    The main reason I am giving it a 4 instead of a 5 ,though, pertains to an odd service issue. At the beginning of the dinner they asked us to give them notice if we needed to the bathroom or take a cigarette break so as to not disrupt the flow of the dinner. I found the request a little unusual but fairly reasonable. About half way through dinner I had to go to the bathroom. I mentioned this to a waiter and he said the next course (dumplings) would be out in 1 minute. After 5-6 minutes of waiting I gave up on the dumpling and headed for the bathroom. The room manager cut me off and tried to stop me from going to the bathroom. I found this very unprofessional and reminded him that I was paying a lot of money for dinner and would go o the bathroom when I pleased, plus I had been told the dumpling course would arrive 5 minutes earlier. I have eaten at a number of Michelin starred restaurants and never encountered anything so odd and unprofessional."

HISA FRANKO,40,Sensational,"The food is truly exceptional. Ana’s creativity is unique. The tastes and textures are all original and a delight for the palate. Joel, the Catalan sommelier, is not only a highly qualified wine expert but more importantly a very convivial host.    The reason I give four stars is the fact that the website promises a bit more than what you’re supposed to get: though we were lunch guests we were not offered the cheese tour nor the pasture jungle walking tour and a €25 price increase between booking time and arrival."

HISA FRANKO,50,Fantastic experience,"Fantastic experience, one of a kind. A very warm welcome, attention to detail, an orchestrated movement of all staff to make one feel welcome, important and overall informed about each step of the menu. Adored most of the dishes of the reincarnation menu only two were too strong for my palate. Stayed in the hotel rooms there. The night was quiet and the breakfast the morning after was a again a pleasure for the eyes and palate. Bravo!"

HISA FRANKO,50,Polar star,I was in This restaurant and I Would like to congratulation all staff for the “amazing” experience. They have fantastic cullinary story . All the plates were incredibile. I reccomend to try This restaurant because is simple the Best. Tomaz Milic

HISA FRANKO,50,Amazing experience,"Had an amazing night here in Juli of 2021. Menu Reincarnation was just great, with a good mix between new influences and local products. We had the local wine pairing: all Slovenian wines were surprising and brought the dishes to an even higher level. Service during the evening was impeccable and Ana came around several times to have a quick chat. You can really feel the passion Ana and the team have for the local products & farmers, which made the experience even more authentic for us.    We also stayed overnight and while the room was maybe a bit outdated, it was clean and spacious (with an amazing bathroom). Breakfast in the morning was good as well. The Slovenian breakfast (including coffee, fresh fruit, granola cookies, yogurt, fresh jams & bread) is included in the price of the rooms, while other options are charged extra. You could ask yourself if it is fair to charge another €14 for some cheese in an already very expensive experience (the room charge was already €165), but in the end it did not really bother us that much.    As a conclusion: we had a great night here and would recommend everyone to stay 1 night as Hisa Franko when in the neighborhood"

